ID,Date,Product,Region,SalesRep,Units,UnitPrice,Revenue,Discount,NetRevenue,Category
251,2023-12-15,Module W,North,Eva Martinez,230,311.51,71647.3,0.226,55455.01,Accessories
252,2021-03-17,Gadget X,West,Bob Jones,281,470.7,132266.7,0.152,112162.16,Electronics
253,2021-08-13,Gadget Y,International,Henry Brown,155,69.7,10803.5,0.06,10155.29,Electronics
254,2020-05-08,Widget B,North,David Kim,429,453.51,194555.79,0.149,165566.98,Hardware
255,2020-10-21,Device Pro,Central,Grace Patel,220,10.76,2367.2,0.088,2158.89,Electronics
256,2021-01-18,Ultra Kit,North,Alice Smith,343,51.94,17815.42,0.244,13468.46,Bundle
257,2022-03-10,Module W,East,Alice Smith,23,321.47,7393.81,0.245,5582.33,Accessories
258,2022-01-01,Widget B,North,Frank Chen,177,128.14,22680.78,0.164,18961.13,Hardware
259,2020-09-30,Widget A,South,Henry Brown,181,277.54,50234.74,0.203,40037.09,Hardware
260,2023-11-25,Module W,International,Henry Brown,324,99.31,32176.44,0.034,31082.44,Accessories
261,2020-03-16,Device Pro,North,Frank Chen,104,31.46,3271.84,0.05,3108.25,Electronics
262,2021-09-27,Pack Plus,East,Alice Smith,204,494.66,100910.64,0.136,87186.79,Accessories
263,2023-08-17,Gadget Y,International,Frank Chen,147,184.91,27181.77,0.195,21881.32,Electronics
264,2021-07-13,Widget B,International,Henry Brown,410,190.32,78031.2,0.222,60708.27,Hardware
265,2022-03-02,Device Lite,East,Eva Martinez,499,101.53,50663.47,0.173,41898.69,Electronics
266,2020-06-18,Starter Kit,South,Eva Martinez,218,48.66,10607.88,0.151,9006.09,Bundle
267,2021-10-19,Widget B,West,Grace Patel,41,170.67,6997.47,0.074,6479.66,Hardware
268,2020-12-07,Starter Kit,East,Grace Patel,228,182.25,41553.0,0.011,41095.92,Bundle
269,2021-07-16,Ultra Kit,International,Grace Patel,406,474.46,192630.76,0.019,188970.78,Bundle
270,2022-01-14,Pack Plus,North,Carol Lee,411,377.44,155127.84,0.04,148922.73,Accessories
271,2023-05-29,Ultra Kit,South,Frank Chen,401,224.69,90100.69,0.032,87217.47,Bundle
272,2022-01-11,Module Z,International,Henry Brown,487,287.94,140226.78,0.151,119052.54,Accessories
273,2022-01-29,Device Lite,Central,Frank Chen,228,383.9,87529.2,0.143,75012.52,Electronics
274,2022-03-26,Device Lite,North,Carol Lee,333,146.55,48801.15,0.24,37088.87,Electronics
275,2022-10-19,Pack Plus,East,Henry Brown,199,457.63,91068.37,0.029,88427.39,Accessories
276,2021-03-15,Pack Basic,South,Bob Jones,147,350.04,51455.88,0.25,38591.91,Accessories
277,2020-10-04,Widget B,North,Frank Chen,232,94.59,21944.88,0.178,18038.69,Hardware
278,2023-09-29,Device Lite,East,Carol Lee,364,41.81,15218.84,0.136,13149.08,Electronics
279,2023-12-28,Starter Kit,East,David Kim,475,353.1,167722.5,0.044,160342.71,Bundle
280,2020-09-05,Gadget Y,North,Frank Chen,406,78.04,31684.24,0.198,25410.76,Electronics
281,2023-02-08,Pack Basic,South,Bob Jones,189,239.02,45174.78,0.246,34061.78,Accessories
282,2020-05-14,Device Pro,Central,Grace Patel,204,499.79,101957.16,0.18,83604.87,Electronics
283,2022-04-18,Pack Basic,North,Henry Brown,38,71.4,2713.2,0.079,2498.86,Accessories
284,2022-08-12,Ultra Kit,Central,Carol Lee,265,178.8,47382.0,0.219,37005.34,Bundle
285,2020-09-21,Module Z,North,Carol Lee,258,456.24,117709.92,0.014,116061.98,Accessories
286,2021-09-14,Gadget X,East,Eva Martinez,83,168.09,13951.47,0.177,11482.06,Electronics
287,2020-06-10,Device Pro,South,Eva Martinez,101,321.17,32438.17,0.138,27961.7,Electronics
288,2023-06-12,Pack Plus,Central,Carol Lee,48,256.25,12300.0,0.042,11783.4,Accessories
289,2020-12-16,Ultra Kit,Central,Alice Smith,320,363.1,116192.0,0.151,98647.01,Bundle
290,2020-02-28,Widget B,East,David Kim,24,474.78,11394.72,0.193,9195.54,Hardware
291,2023-03-17,Module Z,International,Eva Martinez,317,323.1,102422.7,0.125,89619.86,Accessories
292,2023-08-07,Device Pro,West,Eva Martinez,248,129.98,32235.04,0.202,25723.56,Electronics
293,2022-07-17,Widget B,West,Henry Brown,353,39.35,13890.55,0.11,12362.59,Hardware
294,2021-02-21,Device Lite,East,Frank Chen,311,80.39,25001.29,0.215,19626.01,Electronics
295,2022-03-27,Gadget X,East,David Kim,390,191.55,74704.5,0.14,64245.87,Electronics
296,2022-08-13,Widget B,North,Eva Martinez,137,230.29,31549.73,0.035,30445.49,Hardware
297,2022-02-25,Pack Basic,South,Frank Chen,215,131.64,28302.6,0.216,22189.24,Accessories
298,2023-03-29,Starter Kit,Central,Henry Brown,161,103.01,16584.61,0.04,15921.23,Bundle
299,2022-10-18,Device Pro,Central,Henry Brown,255,21.35,5444.25,0.236,4159.41,Electronics
300,2021-05-08,Gadget Y,West,Henry Brown,299,182.91,54690.09,0.013,53979.12,Electronics
301,2021-08-08,Pack Plus,East,Frank Chen,5,425.1,2125.5,0.108,1895.95,Accessories
302,2022-04-05,Device Lite,South,Frank Chen,24,206.27,4950.48,0.143,4242.56,Electronics
303,2023-02-07,Device Pro,Central,Eva Martinez,38,199.3,7573.4,0.113,6717.61,Electronics
304,2023-06-30,Ultra Kit,West,Frank Chen,313,68.21,21349.73,0.244,16140.4,Bundle
305,2021-11-25,Pack Plus,Central,Grace Patel,481,189.14,90976.34,0.036,87701.19,Accessories
306,2022-10-21,Widget A,West,Henry Brown,24,29.06,697.44,0.178,573.3,Hardware
307,2020-11-01,Pack Basic,Central,Frank Chen,458,262.59,120266.22,0.082,110404.39,Accessories
308,2020-11-28,Module Z,East,Henry Brown,316,372.26,117634.16,0.075,108811.6,Accessories
309,2023-12-22,Pack Basic,East,Bob Jones,154,242.69,37374.26,0.004,37224.76,Accessories
310,2022-05-03,Pack Basic,International,Alice Smith,158,400.4,63263.2,0.181,51812.56,Accessories
311,2023-05-07,Module W,Central,David Kim,136,483.85,65803.6,0.196,52906.09,Accessories
312,2020-04-15,Pack Basic,Central,Grace Patel,246,93.54,23010.84,0.157,19398.14,Accessories
313,2020-10-29,Ultra Kit,North,David Kim,125,25.46,3182.5,0.237,2428.25,Bundle
314,2020-02-08,Module W,South,Grace Patel,161,215.19,34645.59,0.103,31077.09,Accessories
315,2022-10-24,Pack Basic,International,Alice Smith,472,241.08,113789.76,0.212,89666.33,Accessories
316,2023-12-16,Gadget X,International,Henry Brown,266,111.59,29682.94,0.081,27278.62,Electronics
317,2022-12-12,Module Z,Central,Frank Chen,161,478.77,77081.97,0.115,68217.54,Accessories
318,2023-01-23,Device Lite,International,Eva Martinez,347,388.26,134726.22,0.18,110475.5,Electronics
319,2023-06-03,Module W,East,David Kim,99,479.09,47429.91,0.07,44109.82,Accessories
320,2021-09-01,Device Pro,East,Henry Brown,361,111.56,40273.16,0.176,33185.08,Electronics
321,2021-12-15,Pack Plus,East,Bob Jones,479,467.89,224119.31,0.18,183777.83,Accessories
322,2023-03-20,Ultra Kit,East,Carol Lee,279,196.04,54695.16,0.245,41294.85,Bundle
323,2021-08-17,Widget A,West,Eva Martinez,148,478.09,70757.32,0.02,69342.17,Hardware
324,2022-09-08,Gadget Y,Central,Eva Martinez,104,415.69,43231.76,0.068,40292.0,Electronics
325,2020-10-08,Widget B,North,David Kim,316,373.03,117877.48,0.06,110804.83,Hardware
326,2023-07-30,Gadget Y,West,Bob Jones,27,59.09,1595.43,0.083,1463.01,Electronics
327,2023-10-27,Gadget X,South,Grace Patel,3,482.6,1447.8,0.244,1094.54,Electronics
328,2023-08-30,Module W,East,Frank Chen,245,328.75,80543.75,0.189,65320.98,Accessories
329,2021-08-07,Ultra Kit,Central,David Kim,31,454.88,14101.28,0.022,13791.05,Bundle
330,2022-12-31,Starter Kit,South,Grace Patel,371,426.65,158287.15,0.009,156862.57,Bundle
331,2020-12-26,Widget A,International,Eva Martinez,429,204.52,87739.08,0.124,76859.43,Hardware
332,2020-03-17,Widget A,East,Eva Martinez,153,288.29,44108.37,0.027,42917.44,Hardware
333,2022-07-19,Ultra Kit,South,Henry Brown,279,266.91,74467.89,0.222,57936.02,Bundle
334,2021-07-12,Gadget Y,West,Eva Martinez,415,65.19,27053.85,0.041,25944.64,Electronics
335,2021-01-16,Widget A,International,David Kim,378,175.17,66214.26,0.074,61314.4,Hardware
336,2020-12-25,Pack Basic,West,Frank Chen,439,322.97,141783.83,0.101,127463.66,Accessories
337,2020-06-26,Module Z,West,Frank Chen,343,56.73,19458.39,0.245,14691.08,Accessories
338,2021-05-23,Widget A,East,Frank Chen,134,197.94,26523.96,0.112,23553.28,Hardware
339,2021-09-10,Pack Basic,East,David Kim,371,290.7,107849.7,0.065,100839.47,Accessories
340,2020-05-07,Ultra Kit,International,Eva Martinez,61,238.03,14519.83,0.04,13939.04,Bundle
341,2023-11-14,Widget B,Central,David Kim,328,458.89,150515.92,0.074,139377.74,Hardware
342,2021-03-24,Gadget X,Central,Frank Chen,245,85.05,20837.25,0.187,16940.68,Electronics
343,2022-05-01,Starter Kit,International,David Kim,282,457.26,128947.32,0.189,104576.28,Bundle
344,2021-05-21,Ultra Kit,Central,Henry Brown,387,301.94,116850.78,0.197,93831.18,Bundle
345,2022-12-17,Starter Kit,North,David Kim,186,48.26,8976.36,0.141,7710.69,Bundle
346,2023-03-18,Pack Plus,West,Bob Jones,77,90.61,6976.97,0.214,5483.9,Accessories
347,2023-10-25,Gadget Y,Central,Henry Brown,368,295.73,108828.64,0.023,106325.58,Electronics
348,2020-04-23,Module W,North,Henry Brown,68,261.48,17780.64,0.114,15753.65,Accessories
349,2023-10-09,Device Pro,North,David Kim,371,20.66,7664.86,0.064,7174.31,Electronics
350,2023-03-30,Widget B,Central,Alice Smith,24,217.6,5222.4,0.175,4308.48,Hardware
351,2020-05-21,Module W,South,Grace Patel,17,150.66,2561.22,0.045,2445.97,Accessories
352,2022-02-05,Module Z,West,Bob Jones,230,436.1,100303.0,0.227,77534.22,Accessories
353,2023-10-30,Ultra Kit,East,Bob Jones,448,274.25,122864.0,0.163,102837.17,Bundle
354,2020-12-31,Pack Plus,South,Alice Smith,202,269.12,54362.24,0.182,44468.31,Accessories
355,2020-02-16,Device Pro,Central,Grace Patel,238,340.0,80920.0,0.136,69914.88,Electronics
356,2021-04-15,Gadget Y,International,Bob Jones,236,179.61,42387.96,0.069,39463.19,Electronics
357,2020-03-06,Ultra Kit,North,David Kim,215,311.3,66929.5,0.234,51268.0,Bundle
358,2021-02-26,Widget B,International,Alice Smith,52,301.02,15653.04,0.112,13899.9,Hardware
359,2021-05-16,Starter Kit,South,Alice Smith,23,207.1,4763.3,0.059,4482.27,Bundle
360,2020-10-13,Pack Plus,Central,Frank Chen,149,124.73,18584.77,0.229,14328.86,Accessories
361,2023-03-28,Pack Basic,East,Carol Lee,396,339.53,134453.88,0.08,123697.57,Accessories
362,2023-09-14,Pack Plus,Central,Carol Lee,114,212.63,24239.82,0.069,22567.27,Accessories
363,2023-07-06,Ultra Kit,East,Grace Patel,219,282.36,61836.84,0.012,61094.8,Bundle
364,2022-12-10,Device Lite,West,Carol Lee,357,213.99,76394.43,0.037,73567.84,Electronics
365,2023-01-06,Module W,International,Carol Lee,124,426.17,52845.08,0.075,48881.7,Accessories
366,2022-08-06,Widget A,Central,Carol Lee,288,212.2,61113.6,0.104,54757.79,Hardware
367,2022-03-06,Gadget Y,West,Frank Chen,131,109.62,14360.22,0.162,12033.86,Electronics
368,2020-07-08,Pack Plus,West,Alice Smith,371,416.4,154484.4,0.013,152476.1,Accessories
369,2020-05-29,Gadget Y,Central,David Kim,412,383.22,157886.64,0.181,129309.16,Electronics
370,2022-09-08,Gadget Y,North,David Kim,446,454.44,202680.24,0.076,187276.54,Electronics
371,2021-01-24,Starter Kit,South,David Kim,61,375.96,22933.56,0.189,18599.12,Bundle
372,2022-03-23,Gadget Y,West,Frank Chen,283,167.58,47425.14,0.071,44057.96,Electronics
373,2021-09-23,Device Pro,North,Henry Brown,185,261.27,48334.95,0.124,42341.42,Electronics
374,2021-10-17,Gadget Y,South,Carol Lee,190,163.32,31030.8,0.011,30689.46,Electronics
375,2020-02-03,Device Pro,West,Eva Martinez,284,468.02,132917.68,0.145,113644.62,Electronics
376,2020-11-08,Gadget Y,South,Henry Brown,169,122.7,20736.3,0.142,17791.75,Electronics
377,2023-02-01,Ultra Kit,West,Henry Brown,484,345.56,167251.04,0.064,156546.97,Bundle
378,2022-08-01,Gadget X,International,Henry Brown,376,399.53,150223.28,0.042,143913.9,Electronics
379,2021-01-11,Pack Plus,North,Alice Smith,329,479.04,157604.16,0.131,136958.02,Accessories
380,2020-01-14,Module Z,International,Carol Lee,71,422.84,30021.64,0.058,28280.38,Accessories
381,2020-01-19,Gadget Y,International,Henry Brown,259,233.43,60458.37,0.015,59551.49,Electronics
382,2023-09-12,Module W,North,Alice Smith,9,13.23,119.07,0.138,102.64,Accessories
383,2022-12-20,Starter Kit,Central,Grace Patel,141,272.5,38422.5,0.072,35656.08,Bundle
384,2021-01-02,Widget B,South,Eva Martinez,471,57.18,26931.78,0.037,25935.3,Hardware
385,2021-12-26,Device Pro,West,Henry Brown,408,204.47,83423.76,0.093,75665.35,Electronics
386,2023-03-03,Gadget Y,North,Alice Smith,357,120.66,43075.62,0.171,35709.69,Electronics
387,2020-07-10,Module Z,International,Alice Smith,195,194.8,37986.0,0.119,33465.67,Accessories
388,2023-12-10,Gadget X,East,Bob Jones,43,254.92,10961.56,0.108,9777.71,Electronics
389,2022-12-17,Widget A,Central,Henry Brown,118,113.58,13402.44,0.217,10494.11,Hardware
390,2021-07-09,Widget A,Central,Alice Smith,474,46.42,22003.08,0.231,16920.37,Hardware
391,2021-01-02,Device Lite,International,Grace Patel,9,481.11,4329.99,0.147,3693.48,Electronics
392,2020-06-06,Device Pro,West,Frank Chen,84,286.33,24051.72,0.142,20636.38,Electronics
393,2022-02-25,Starter Kit,North,Frank Chen,72,397.33,28607.76,0.172,23687.23,Bundle
394,2020-04-19,Widget B,Central,Grace Patel,224,123.74,27717.76,0.019,27191.12,Hardware
395,2021-10-30,Widget A,West,David Kim,325,143.92,46774.0,0.248,35174.05,Hardware
396,2021-12-29,Pack Plus,Central,Grace Patel,482,193.95,93483.9,0.046,89183.64,Accessories
397,2020-06-24,Pack Basic,North,Eva Martinez,152,401.04,60958.08,0.178,50107.54,Accessories
398,2020-11-11,Module Z,West,Frank Chen,365,394.1,143846.5,0.039,138236.49,Accessories
399,2022-01-08,Widget B,East,Eva Martinez,47,12.54,589.38,0.077,544.0,Hardware
400,2020-07-28,Gadget X,Central,Grace Patel,45,101.81,4581.45,0.112,4068.33,Electronics
401,2020-07-30,Widget A,Central,Frank Chen,46,183.41,8436.86,0.023,8242.81,Hardware
402,2022-02-27,Widget A,International,David Kim,150,212.76,31914.0,0.195,25690.77,Hardware
403,2023-03-17,Pack Plus,East,Eva Martinez,87,345.79,30083.73,0.042,28820.21,Accessories
404,2021-07-03,Module W,West,Eva Martinez,75,40.99,3074.25,0.109,2739.16,Accessories
405,2022-09-18,Widget B,International,Henry Brown,185,133.32,24664.2,0.062,23135.02,Hardware
406,2023-05-01,Pack Basic,North,Grace Patel,101,234.34,23668.34,0.034,22863.62,Accessories
407,2021-11-11,Pack Basic,East,Grace Patel,195,403.99,78778.05,0.082,72318.25,Accessories
408,2023-08-26,Pack Basic,International,David Kim,70,157.2,11004.0,0.151,9342.4,Accessories
409,2022-09-08,Device Lite,East,Henry Brown,91,482.63,43919.33,0.242,33290.85,Electronics
410,2023-03-25,Gadget Y,West,Frank Chen,167,194.26,32441.42,0.204,25823.37,Electronics
411,2020-08-21,Pack Basic,International,Alice Smith,103,300.18,30918.54,0.136,26713.62,Accessories
412,2022-08-03,Starter Kit,International,Bob Jones,108,224.83,24281.64,0.073,22509.08,Bundle
413,2022-04-17,Ultra Kit,East,Carol Lee,256,78.19,20016.64,0.076,18495.38,Bundle
414,2022-05-16,Module Z,Central,Grace Patel,38,230.03,8741.14,0.149,7438.71,Accessories
415,2022-12-30,Pack Plus,Central,Alice Smith,473,460.98,218043.54,0.173,180322.01,Accessories
416,2022-01-06,Starter Kit,North,Bob Jones,459,408.02,187281.18,0.148,159563.57,Bundle
417,2021-05-23,Ultra Kit,North,Grace Patel,341,183.94,62723.54,0.162,52562.33,Bundle
418,2021-11-10,Module Z,Central,David Kim,55,15.16,833.8,0.065,779.6,Accessories
419,2022-07-01,Device Lite,International,Carol Lee,201,236.89,47614.89,0.17,39520.36,Electronics
420,2021-12-07,Widget A,North,Bob Jones,248,61.22,15182.56,0.104,13603.57,Hardware
421,2020-10-17,Device Lite,Central,Henry Brown,160,178.09,28494.4,0.196,22909.5,Electronics
422,2021-12-14,Module W,East,Bob Jones,50,224.69,11234.5,0.174,9279.7,Accessories
423,2021-09-06,Widget A,East,Bob Jones,415,358.27,148682.05,0.006,147789.96,Hardware
424,2023-10-18,Gadget X,South,Carol Lee,477,492.1,234731.7,0.061,220413.07,Electronics
425,2021-11-08,Pack Plus,West,Carol Lee,219,479.64,105041.16,0.058,98948.77,Accessories
426,2021-01-16,Ultra Kit,Central,David Kim,337,221.74,74726.38,0.007,74203.3,Bundle
427,2022-07-09,Pack Basic,South,Eva Martinez,220,200.52,44114.4,0.176,36350.27,Accessories
428,2023-12-12,Widget B,South,Frank Chen,296,59.85,17715.6,0.218,13853.6,Hardware
429,2021-10-29,Gadget Y,West,Frank Chen,235,65.83,15470.05,0.168,12871.08,Electronics
430,2023-05-07,Module Z,East,Henry Brown,313,202.34,63332.42,0.029,61495.78,Accessories
431,2023-06-18,Gadget X,Central,Bob Jones,417,340.05,141800.85,0.2,113440.68,Electronics
432,2023-10-08,Gadget X,South,Frank Chen,161,67.74,10906.14,0.076,10077.27,Electronics
433,2023-11-21,Gadget X,Central,Grace Patel,262,200.34,52489.08,0.149,44668.21,Electronics
434,2022-05-16,Gadget X,International,Carol Lee,250,321.39,80347.5,0.173,66447.38,Electronics
435,2023-02-10,Gadget X,West,Alice Smith,251,151.52,38031.52,0.047,36244.04,Electronics
436,2022-01-05,Widget A,Central,Henry Brown,249,76.89,19145.61,0.204,15239.91,Hardware
437,2022-04-17,Ultra Kit,West,Carol Lee,252,213.65,53839.8,0.21,42533.44,Bundle
438,2020-06-18,Pack Basic,North,Eva Martinez,16,399.97,6399.52,0.055,6047.55,Accessories
439,2021-04-05,Pack Plus,International,Henry Brown,148,92.41,13676.68,0.114,12117.54,Accessories
440,2023-01-30,Pack Plus,Central,Frank Chen,58,290.62,16855.96,0.067,15726.61,Accessories
441,2023-01-15,Widget A,West,Bob Jones,390,362.29,141293.1,0.137,121935.95,Hardware
442,2023-08-31,Gadget Y,East,Frank Chen,153,438.65,67113.45,0.008,66576.54,Electronics
443,2020-06-27,Module W,South,David Kim,444,497.03,220681.32,0.194,177869.14,Accessories
444,2023-04-19,Starter Kit,West,Carol Lee,180,431.9,77742.0,0.153,65847.47,Bundle
445,2023-06-15,Gadget X,North,Frank Chen,402,111.23,44714.46,0.052,42389.31,Electronics
446,2022-12-26,Device Pro,International,Eva Martinez,306,273.99,83840.94,0.081,77049.82,Electronics
447,2021-08-15,Pack Basic,International,Bob Jones,137,476.66,65302.42,0.129,56878.41,Accessories
448,2020-10-04,Module Z,International,Carol Lee,471,39.04,18387.84,0.069,17119.08,Accessories
449,2023-12-07,Gadget X,South,Grace Patel,128,81.65,10451.2,0.081,9604.65,Electronics
450,2022-09-29,Gadget X,West,Henry Brown,296,319.87,94681.52,0.157,79816.52,Electronics
451,2020-06-03,Ultra Kit,Central,Eva Martinez,407,441.25,179588.75,0.023,175458.21,Bundle
452,2023-11-23,Device Lite,North,Bob Jones,233,475.61,110817.13,0.082,101730.13,Electronics
453,2022-07-27,Ultra Kit,Central,Grace Patel,341,351.66,119916.06,0.213,94373.94,Bundle
454,2021-03-22,Module Z,East,Frank Chen,423,113.8,48137.4,0.067,44912.19,Accessories
455,2023-01-25,Pack Basic,East,Alice Smith,67,287.4,19255.8,0.121,16925.85,Accessories
456,2020-04-04,Widget B,North,Carol Lee,321,394.1,126506.1,0.115,111957.9,Hardware
457,2022-06-22,Module W,International,Carol Lee,1,495.99,495.99,0.107,442.92,Accessories
458,2023-08-24,Device Pro,North,Frank Chen,82,438.46,35953.72,0.219,28079.86,Electronics
459,2021-05-27,Widget B,North,Grace Patel,191,335.6,64099.6,0.162,53715.46,Hardware
460,2023-07-05,Device Pro,International,Bob Jones,372,352.72,131211.84,0.059,123470.34,Electronics
461,2023-12-12,Widget B,Central,David Kim,1,114.57,114.57,0.019,112.39,Hardware
462,2022-11-29,Ultra Kit,North,Grace Patel,228,14.54,3315.12,0.174,2738.29,Bundle
463,2023-11-22,Gadget X,International,Bob Jones,245,44.7,10951.5,0.096,9900.16,Electronics
464,2020-07-30,Device Lite,South,Carol Lee,189,441.67,83475.63,0.034,80637.46,Electronics
465,2020-05-20,Pack Plus,West,Frank Chen,289,14.14,4086.46,0.163,3420.37,Accessories
466,2021-03-12,Ultra Kit,International,Henry Brown,384,84.16,32317.44,0.103,28988.74,Bundle
467,2021-03-20,Widget B,Central,Grace Patel,460,59.22,27241.2,0.188,22119.85,Hardware
468,2021-12-20,Module Z,International,Bob Jones,162,397.62,64414.44,0.062,60420.74,Accessories
469,2021-05-23,Pack Plus,International,Alice Smith,308,303.99,93628.92,0.152,79397.32,Accessories
470,2023-09-10,Device Pro,International,Grace Patel,106,263.69,27951.14,0.127,24401.35,Electronics
471,2021-08-28,Ultra Kit,South,Henry Brown,28,394.05,11033.4,0.198,8848.79,Bundle
472,2022-03-01,Widget B,Central,Alice Smith,124,254.79,31593.96,0.148,26918.05,Hardware
473,2022-01-09,Device Lite,West,Frank Chen,68,199.54,13568.72,0.21,10719.29,Electronics
474,2023-01-23,Ultra Kit,North,Alice Smith,89,383.73,34151.97,0.239,25989.65,Bundle
475,2023-04-17,Widget B,North,Grace Patel,8,138.46,1107.68,0.01,1096.6,Hardware
476,2022-11-03,Device Pro,West,Grace Patel,322,359.18,115655.96,0.192,93450.02,Electronics
477,2020-06-17,Ultra Kit,North,Eva Martinez,275,273.44,75196.0,0.038,72338.55,Bundle
478,2020-06-10,Pack Plus,Central,Frank Chen,472,109.56,51712.32,0.202,41266.43,Accessories
479,2022-03-11,Pack Basic,International,Bob Jones,325,383.97,124790.25,0.162,104574.23,Accessories
480,2021-09-27,Starter Kit,North,David Kim,224,367.67,82358.08,0.212,64898.17,Bundle
481,2020-06-25,Module Z,East,Carol Lee,60,232.14,13928.4,0.152,11811.28,Accessories
482,2020-09-01,Widget A,West,Frank Chen,363,77.22,28030.86,0.003,27946.77,Hardware
483,2022-12-07,Pack Plus,East,Carol Lee,401,413.02,165621.02,0.065,154855.65,Accessories
484,2021-07-04,Starter Kit,East,Grace Patel,454,67.84,30799.36,0.225,23869.5,Bundle
485,2021-07-11,Pack Plus,International,Bob Jones,33,138.84,4581.72,0.244,3463.78,Accessories
486,2022-10-13,Module W,Central,Carol Lee,262,186.45,48849.9,0.125,42743.66,Accessories
487,2022-01-23,Gadget X,International,Bob Jones,131,388.92,50948.52,0.224,39536.05,Electronics
488,2021-04-12,Starter Kit,North,David Kim,261,11.25,2936.25,0.215,2304.96,Bundle
489,2020-04-04,Module W,North,Grace Patel,187,197.65,36960.55,0.038,35556.05,Accessories
490,2021-04-04,Device Lite,East,Bob Jones,128,213.96,27386.88,0.18,22457.24,Electronics
491,2023-03-16,Device Lite,South,David Kim,62,255.99,15871.38,0.225,12300.32,Electronics
492,2022-11-22,Widget A,East,Eva Martinez,489,206.44,100949.16,0.219,78841.29,Hardware
493,2021-11-01,Widget B,East,Eva Martinez,284,233.8,66399.2,0.092,60290.47,Hardware
494,2023-06-29,Gadget Y,South,David Kim,238,190.44,45324.72,0.243,34310.81,Electronics
495,2020-11-04,Widget A,East,Alice Smith,478,210.91,100814.98,0.058,94967.71,Hardware
496,2021-11-17,Widget A,International,Eva Martinez,389,332.07,129175.23,0.212,101790.08,Hardware
497,2020-07-31,Gadget Y,North,Carol Lee,272,491.72,133747.84,0.105,119704.32,Electronics
498,2023-12-28,Device Pro,Central,Grace Patel,48,31.5,1512.0,0.058,1424.3,Electronics
499,2023-12-06,Device Lite,North,Carol Lee,235,487.52,114567.2,0.021,112161.29,Electronics
500,2023-07-29,Module Z,International,Carol Lee,39,300.02,11700.78,0.016,11513.57,Accessories
