ID,Date,Product,Region,SalesRep,Units,UnitPrice,Revenue,Discount,NetRevenue,Category
750,2023-06-11,Widget A,West,Frank Chen,392,429.96,168544.32,0.239,128262.23,Hardware
751,2023-06-25,Device Lite,Central,Eva Martinez,253,450.07,113867.71,0.22,88816.81,Electronics
752,2022-10-02,Gadget X,South,Carol Lee,392,458.83,179861.36,0.07,167271.06,Electronics
753,2020-04-20,Pack Plus,North,Frank Chen,410,217.35,89113.5,0.235,68171.83,Accessories
754,2022-03-17,Ultra Kit,International,Henry Brown,398,95.64,38064.72,0.244,28776.93,Bundle
755,2021-10-08,Starter Kit,Central,Bob Jones,5,15.78,78.9,0.053,74.72,Bundle
756,2021-10-28,Device Lite,East,David Kim,314,432.29,135739.06,0.047,129359.32,Electronics
757,2021-07-05,Module W,West,Grace Patel,491,310.4,152406.4,0.091,138537.42,Accessories
758,2021-03-07,Module Z,West,Eva Martinez,359,378.57,135906.63,0.091,123539.13,Accessories
759,2022-07-12,Gadget X,South,Bob Jones,293,74.25,21755.25,0.144,18622.49,Electronics
760,2021-07-06,Gadget Y,South,Carol Lee,285,221.78,63207.3,0.095,57202.61,Electronics
761,2022-08-26,Widget A,International,Frank Chen,91,216.54,19705.14,0.034,19035.17,Hardware
762,2022-09-23,Device Pro,West,Bob Jones,129,285.44,36821.76,0.142,31593.07,Electronics
763,2023-11-15,Gadget X,International,Bob Jones,31,115.57,3582.67,0.064,3353.38,Electronics
764,2022-07-10,Starter Kit,Central,Eva Martinez,172,137.28,23612.16,0.09,21487.07,Bundle
765,2021-12-05,Widget A,Central,David Kim,211,69.4,14643.4,0.217,11465.78,Hardware
766,2023-03-27,Pack Basic,East,Frank Chen,333,328.06,109243.98,0.044,104437.24,Accessories
767,2021-10-27,Ultra Kit,North,Grace Patel,262,248.86,65201.32,0.184,53204.28,Bundle
768,2023-06-10,Device Pro,South,Frank Chen,238,319.53,76048.14,0.036,73310.41,Electronics
769,2022-05-13,Ultra Kit,North,Bob Jones,314,290.09,91088.26,0.212,71777.55,Bundle
770,2020-11-27,Device Lite,International,Eva Martinez,117,163.6,19141.2,0.163,16021.18,Electronics
771,2023-05-24,Ultra Kit,East,Henry Brown,203,142.9,29008.7,0.111,25788.73,Bundle
772,2022-04-27,Gadget X,South,Eva Martinez,95,428.55,40712.25,0.031,39450.17,Electronics
773,2023-12-06,Starter Kit,North,Bob Jones,41,113.17,4639.97,0.099,4180.61,Bundle
774,2022-08-27,Pack Plus,North,Bob Jones,28,22.91,641.48,0.099,577.97,Accessories
775,2021-06-21,Pack Basic,West,Eva Martinez,80,51.3,4104.0,0.233,3147.77,Accessories
776,2021-04-14,Gadget Y,South,Carol Lee,378,149.24,56412.72,0.157,47555.92,Electronics
777,2020-02-28,Widget A,West,Henry Brown,340,184.84,62845.6,0.229,48453.96,Hardware
778,2023-01-12,Device Pro,International,Carol Lee,281,227.96,64056.76,0.242,48555.02,Electronics
779,2023-04-25,Pack Basic,Central,Grace Patel,234,319.2,74692.8,0.159,62816.64,Accessories
780,2022-12-08,Ultra Kit,West,David Kim,328,271.54,89065.12,0.227,68847.34,Bundle
781,2020-07-02,Module W,East,Alice Smith,158,189.22,29896.76,0.065,27953.47,Accessories
782,2020-01-01,Pack Plus,East,Henry Brown,418,381.55,159487.9,0.034,154065.31,Accessories
783,2022-12-31,Widget A,West,Eva Martinez,353,461.81,163018.93,0.237,124383.44,Hardware
784,2020-01-19,Module Z,North,Frank Chen,409,153.52,62789.68,0.058,59147.88,Accessories
785,2021-01-21,Module Z,South,Grace Patel,452,284.66,128666.32,0.099,115928.35,Accessories
786,2022-02-13,Gadget Y,Central,Eva Martinez,135,48.8,6588.0,0.156,5560.27,Electronics
787,2021-08-06,Ultra Kit,South,Bob Jones,381,270.64,103113.84,0.067,96205.21,Bundle
788,2021-01-08,Gadget X,West,Eva Martinez,149,64.06,9544.94,0.114,8456.82,Electronics
789,2023-12-05,Pack Basic,North,Alice Smith,252,102.01,25706.52,0.005,25577.99,Accessories
790,2021-01-15,Widget B,International,Alice Smith,145,141.9,20575.5,0.179,16892.49,Hardware
791,2021-04-21,Widget B,West,Eva Martinez,78,17.21,1342.38,0.054,1269.89,Hardware
792,2022-10-17,Device Lite,North,Carol Lee,238,351.49,83654.62,0.008,82985.38,Electronics
793,2020-04-24,Device Pro,South,David Kim,398,202.28,80507.44,0.136,69558.43,Electronics
794,2021-05-27,Module Z,International,David Kim,425,16.17,6872.25,0.244,5195.42,Accessories
795,2022-02-27,Module W,West,Bob Jones,127,371.42,47170.34,0.008,46792.98,Accessories
796,2022-12-03,Ultra Kit,East,Frank Chen,107,241.67,25858.69,0.17,21462.71,Bundle
797,2020-11-20,Ultra Kit,Central,Bob Jones,373,30.66,11436.18,0.234,8760.11,Bundle
798,2021-06-02,Module W,North,David Kim,327,156.41,51146.07,0.09,46542.92,Accessories
799,2020-08-19,Gadget Y,East,Bob Jones,325,222.73,72387.25,0.004,72097.7,Electronics
800,2022-03-21,Gadget Y,International,Henry Brown,5,484.72,2423.6,0.145,2072.18,Electronics
801,2023-11-10,Pack Basic,South,Henry Brown,80,191.98,15358.4,0.022,15020.52,Accessories
802,2020-07-06,Ultra Kit,International,Alice Smith,317,175.82,55734.94,0.242,42247.08,Bundle
803,2020-05-02,Device Lite,North,Carol Lee,331,85.41,28270.71,0.134,24482.43,Electronics
804,2022-09-26,Gadget Y,East,Henry Brown,163,491.01,80034.63,0.197,64267.81,Electronics
805,2021-01-30,Widget A,East,Alice Smith,353,195.1,68870.3,0.181,56404.78,Hardware
806,2022-09-20,Starter Kit,West,David Kim,225,283.91,63879.75,0.136,55192.1,Bundle
807,2023-03-06,Gadget X,East,Carol Lee,279,180.35,50317.65,0.183,41109.52,Electronics
808,2020-05-21,Pack Plus,Central,Frank Chen,80,230.19,18415.2,0.205,14640.08,Accessories
809,2022-07-18,Widget A,South,Alice Smith,398,322.62,128402.76,0.095,116204.5,Hardware
810,2023-06-23,Device Lite,North,Grace Patel,398,313.89,124928.22,0.08,114933.96,Electronics
811,2021-01-23,Pack Plus,Central,Eva Martinez,350,253.79,88826.5,0.138,76568.44,Accessories
812,2021-10-22,Module Z,International,Bob Jones,329,167.78,55199.62,0.024,53874.83,Accessories
813,2020-03-30,Gadget X,West,David Kim,92,438.0,40296.0,0.051,38240.9,Electronics
814,2020-07-21,Widget A,West,Eva Martinez,293,324.45,95063.85,0.097,85842.66,Hardware
815,2020-04-10,Device Lite,South,Henry Brown,114,306.91,34987.74,0.018,34357.96,Electronics
816,2020-06-12,Module W,International,Grace Patel,411,323.06,132777.66,0.09,120827.67,Accessories
817,2022-01-25,Starter Kit,North,Bob Jones,30,413.58,12407.4,0.066,11588.51,Bundle
818,2021-09-14,Widget B,North,David Kim,484,115.78,56037.52,0.13,48752.64,Hardware
819,2022-12-24,Module Z,Central,Carol Lee,98,104.62,10252.76,0.164,8571.31,Accessories
820,2023-02-17,Starter Kit,International,Frank Chen,286,213.43,61040.98,0.026,59453.91,Bundle
821,2023-10-13,Module W,South,Carol Lee,360,335.96,120945.6,0.221,94216.62,Accessories
822,2023-01-31,Module Z,Central,Henry Brown,259,175.37,45420.83,0.04,43604.0,Accessories
823,2021-12-22,Device Lite,East,Grace Patel,282,495.81,139818.42,0.081,128493.13,Electronics
824,2023-07-20,Module Z,Central,David Kim,423,365.67,154678.41,0.152,131167.29,Accessories
825,2022-02-07,Pack Plus,West,Henry Brown,475,374.83,178044.25,0.09,162020.27,Accessories
826,2022-03-24,Widget A,North,Carol Lee,372,26.97,10032.84,0.071,9320.51,Hardware
827,2021-09-10,Widget A,East,Alice Smith,154,492.34,75820.36,0.054,71726.06,Hardware
828,2023-11-13,Device Pro,Central,Carol Lee,471,281.28,132482.88,0.139,114067.76,Electronics
829,2020-07-12,Widget A,East,David Kim,236,184.26,43485.36,0.035,41963.37,Hardware
830,2021-04-22,Device Pro,Central,David Kim,416,157.14,65370.24,0.143,56022.3,Electronics
831,2020-06-07,Starter Kit,International,Bob Jones,167,398.51,66551.17,0.043,63689.47,Bundle
832,2023-05-04,Ultra Kit,West,Bob Jones,154,28.3,4358.2,0.202,3477.84,Bundle
833,2020-04-24,Device Lite,North,David Kim,179,441.09,78955.11,0.109,70349.0,Electronics
834,2023-08-29,Pack Basic,West,Alice Smith,476,15.59,7420.84,0.194,5981.2,Accessories
835,2021-09-16,Pack Plus,East,David Kim,22,166.46,3662.12,0.141,3145.76,Accessories
836,2020-11-09,Widget A,West,Bob Jones,345,368.46,127118.7,0.098,114661.07,Hardware
837,2021-03-30,Module Z,East,Bob Jones,149,395.31,58901.19,0.037,56721.85,Accessories
838,2022-09-01,Pack Basic,North,Grace Patel,382,34.15,13045.3,0.1,11740.77,Accessories
839,2022-10-24,Module Z,West,David Kim,397,351.95,139724.15,0.191,113036.84,Accessories
840,2022-09-26,Module Z,International,David Kim,334,289.94,96839.96,0.14,83282.37,Accessories
841,2021-05-11,Widget B,Central,Bob Jones,137,390.61,53513.57,0.081,49178.97,Hardware
842,2020-08-18,Ultra Kit,East,Frank Chen,212,217.52,46114.24,0.087,42102.3,Bundle
843,2023-05-01,Ultra Kit,East,Henry Brown,13,387.13,5032.69,0.042,4821.32,Bundle
844,2023-06-30,Gadget X,South,Frank Chen,226,31.98,7227.48,0.205,5745.85,Electronics
845,2020-11-15,Starter Kit,South,Carol Lee,437,52.04,22741.48,0.185,18534.31,Bundle
846,2021-08-12,Widget A,West,Henry Brown,176,349.95,61591.2,0.028,59866.65,Hardware
847,2020-02-16,Device Lite,Central,Eva Martinez,108,372.6,40240.8,0.053,38108.04,Electronics
848,2023-01-28,Module W,International,Alice Smith,319,367.65,117280.35,0.035,113175.54,Accessories
849,2022-02-10,Pack Basic,South,Alice Smith,464,335.12,155495.68,0.011,153785.23,Accessories
850,2021-08-04,Gadget Y,West,Alice Smith,405,351.29,142272.45,0.068,132597.92,Electronics
851,2020-05-16,Module Z,International,Frank Chen,339,142.93,48453.27,0.213,38132.72,Accessories
852,2020-08-08,Widget A,South,Grace Patel,150,435.02,65253.0,0.162,54682.01,Hardware
853,2022-11-07,Starter Kit,Central,Bob Jones,51,452.89,23097.39,0.121,20302.61,Bundle
854,2021-01-16,Gadget Y,International,Alice Smith,257,483.72,124316.04,0.14,106911.79,Electronics
855,2020-03-22,Gadget Y,West,Carol Lee,473,269.4,127426.2,0.083,116849.83,Electronics
856,2020-02-07,Device Lite,South,Eva Martinez,351,182.43,64032.93,0.156,54043.79,Electronics
857,2020-05-06,Ultra Kit,North,Eva Martinez,132,440.54,58151.28,0.223,45183.54,Bundle
858,2021-04-06,Gadget X,North,Grace Patel,175,449.61,78681.75,0.164,65777.94,Electronics
859,2022-12-02,Ultra Kit,West,David Kim,314,437.61,137409.54,0.172,113775.1,Bundle
860,2023-03-19,Gadget X,East,Henry Brown,219,485.55,106335.45,0.227,82197.3,Electronics
861,2023-01-15,Gadget X,International,David Kim,106,329.7,34948.2,0.145,29880.71,Electronics
862,2020-10-09,Device Pro,South,Grace Patel,353,355.51,125495.03,0.131,109055.18,Electronics
863,2020-10-24,Ultra Kit,North,Bob Jones,478,286.76,137071.28,0.04,131588.43,Bundle
864,2021-01-12,Device Lite,East,Grace Patel,430,441.01,189634.3,0.182,155120.86,Electronics
865,2022-04-22,Device Pro,International,Eva Martinez,227,375.34,85202.18,0.205,67735.73,Electronics
866,2020-11-07,Gadget Y,Central,Eva Martinez,55,74.45,4094.75,0.007,4066.09,Electronics
867,2023-05-25,Pack Basic,International,Alice Smith,314,123.14,38665.96,0.058,36423.33,Accessories
868,2022-01-05,Widget B,Central,Henry Brown,353,392.1,138411.3,0.034,133705.32,Hardware
869,2023-12-29,Ultra Kit,West,Carol Lee,192,100.14,19226.88,0.097,17361.87,Bundle
870,2020-12-01,Gadget Y,North,Eva Martinez,116,25.78,2990.48,0.191,2419.3,Electronics
871,2022-04-25,Gadget Y,South,Bob Jones,381,338.95,129139.95,0.051,122553.81,Electronics
872,2020-12-28,Module W,West,David Kim,444,312.35,138683.4,0.172,114829.86,Accessories
873,2022-05-25,Module Z,West,Frank Chen,398,30.48,12131.04,0.184,9898.93,Accessories
874,2022-03-18,Pack Basic,Central,Alice Smith,481,373.8,179797.8,0.148,153187.73,Accessories
875,2022-12-02,Widget B,South,Grace Patel,232,233.87,54257.84,0.219,42375.37,Hardware
876,2020-03-21,Pack Plus,North,David Kim,199,262.89,52315.11,0.158,44049.32,Accessories
877,2021-08-19,Module W,East,Henry Brown,204,443.34,90441.36,0.193,72986.18,Accessories
878,2020-12-06,Module Z,Central,Carol Lee,151,310.43,46874.93,0.014,46218.68,Accessories
879,2022-08-07,Ultra Kit,South,Carol Lee,232,54.31,12599.92,0.125,11024.93,Bundle
880,2022-03-16,Module Z,Central,David Kim,166,230.92,38332.72,0.045,36607.75,Accessories
881,2022-07-20,Widget B,International,Carol Lee,129,168.79,21773.91,0.162,18246.54,Hardware
882,2020-09-10,Widget B,North,Grace Patel,59,356.04,21006.36,0.159,17666.35,Hardware
883,2022-11-13,Pack Basic,North,Carol Lee,487,88.34,43021.58,0.138,37084.6,Accessories
884,2021-11-17,Pack Basic,South,Carol Lee,447,333.16,148922.52,0.038,143263.46,Accessories
885,2023-12-29,Widget A,West,Eva Martinez,215,160.94,34602.1,0.183,28269.92,Hardware
886,2023-07-06,Gadget X,North,Eva Martinez,61,450.28,27467.08,0.24,20874.98,Electronics
887,2020-01-26,Module W,North,Henry Brown,255,429.14,109430.7,0.136,94548.12,Accessories
888,2021-05-02,Gadget Y,West,Bob Jones,302,333.13,100605.26,0.113,89236.87,Electronics
889,2023-05-16,Pack Basic,Central,David Kim,4,129.9,519.6,0.137,448.41,Accessories
890,2020-04-10,Gadget X,South,Alice Smith,76,36.97,2809.72,0.087,2565.27,Electronics
891,2023-09-28,Pack Basic,North,Alice Smith,430,305.6,131408.0,0.083,120501.14,Accessories
892,2020-08-11,Module Z,International,Carol Lee,92,89.04,8191.68,0.071,7610.07,Accessories
893,2022-07-21,Starter Kit,East,Frank Chen,297,186.48,55384.56,0.009,54886.1,Bundle
894,2022-01-24,Module Z,Central,Bob Jones,420,43.15,18123.0,0.107,16183.84,Accessories
895,2021-08-22,Module W,East,Grace Patel,69,69.78,4814.82,0.215,3779.63,Accessories
896,2022-12-10,Gadget Y,Central,Bob Jones,357,112.42,40133.94,0.015,39531.93,Electronics
897,2022-09-17,Starter Kit,International,Eva Martinez,353,306.33,108134.49,0.197,86832.0,Bundle
898,2022-05-24,Pack Basic,Central,Frank Chen,435,165.07,71805.45,0.131,62398.94,Accessories
899,2020-09-22,Pack Basic,West,Henry Brown,289,253.22,73180.58,0.182,59861.71,Accessories
900,2021-01-03,Pack Basic,North,Bob Jones,120,357.2,42864.0,0.245,32362.32,Accessories
901,2020-02-19,Module W,South,Grace Patel,321,400.39,128525.19,0.184,104876.56,Accessories
902,2022-04-27,Widget A,South,Alice Smith,171,181.32,31005.72,0.202,24742.56,Hardware
903,2023-08-04,Gadget Y,East,Eva Martinez,354,147.99,52388.46,0.198,42015.54,Electronics
904,2022-11-03,Pack Plus,East,Frank Chen,166,385.84,64049.44,0.028,62256.06,Accessories
905,2022-03-22,Starter Kit,South,David Kim,292,311.83,91054.36,0.007,90416.98,Bundle
906,2021-11-07,Device Lite,North,Carol Lee,473,339.5,160583.5,0.229,123809.88,Electronics
907,2022-09-13,Gadget X,East,Henry Brown,322,235.69,75892.18,0.216,59499.47,Electronics
908,2022-04-27,Starter Kit,International,Frank Chen,29,419.19,12156.51,0.075,11244.77,Bundle
909,2023-02-11,Pack Plus,East,Bob Jones,10,112.04,1120.4,0.171,928.81,Accessories
910,2020-11-01,Device Pro,International,Carol Lee,431,25.26,10887.06,0.246,8208.84,Electronics
911,2023-03-15,Pack Basic,East,Frank Chen,200,101.81,20362.0,0.029,19771.5,Accessories
912,2023-12-24,Widget A,South,Frank Chen,140,212.79,29790.6,0.124,26096.57,Hardware
913,2022-07-14,Device Pro,East,Alice Smith,111,267.29,29669.19,0.044,28363.75,Electronics
914,2021-02-17,Widget B,Central,Carol Lee,228,257.93,58808.04,0.2,47046.43,Hardware
915,2021-01-24,Device Lite,East,Frank Chen,473,246.89,116778.97,0.218,91321.15,Electronics
916,2020-10-20,Widget B,South,David Kim,421,491.3,206837.3,0.129,180155.29,Hardware
917,2020-03-15,Module W,North,Eva Martinez,199,359.69,71578.31,0.131,62201.55,Accessories
918,2020-03-31,Ultra Kit,West,Alice Smith,435,301.19,131017.65,0.022,128135.26,Bundle
919,2020-07-30,Pack Plus,Central,Eva Martinez,393,332.89,130825.77,0.078,120621.36,Accessories
920,2023-08-01,Gadget Y,Central,Frank Chen,165,108.26,17862.9,0.072,16576.77,Electronics
921,2022-06-22,Ultra Kit,North,Alice Smith,61,143.59,8758.99,0.039,8417.39,Bundle
922,2023-06-29,Pack Plus,Central,Frank Chen,264,60.15,15879.6,0.136,13719.97,Accessories
923,2021-07-09,Gadget X,South,Carol Lee,483,355.12,171522.96,0.071,159344.83,Electronics
924,2020-05-25,Device Pro,North,Carol Lee,314,447.19,140417.66,0.135,121461.28,Electronics
925,2020-02-29,Module W,North,Bob Jones,463,340.98,157873.74,0.026,153769.02,Accessories
926,2022-05-23,Module Z,International,Henry Brown,92,355.28,32685.76,0.223,25396.84,Accessories
927,2023-06-16,Device Lite,International,Bob Jones,160,172.83,27652.8,0.05,26270.16,Electronics
928,2022-08-11,Pack Basic,International,Henry Brown,68,55.52,3775.36,0.201,3016.51,Accessories
929,2020-07-18,Module W,West,Henry Brown,159,345.38,54915.42,0.178,45140.48,Accessories
930,2021-04-19,Gadget Y,East,Grace Patel,74,431.93,31962.82,0.154,27040.55,Electronics
931,2021-01-10,Starter Kit,East,Henry Brown,470,335.93,157887.1,0.197,126783.34,Bundle
932,2022-09-25,Widget A,West,Carol Lee,34,242.9,8258.6,0.088,7531.84,Hardware
933,2021-08-01,Device Lite,West,Bob Jones,310,291.58,90389.8,0.127,78910.3,Electronics
934,2021-10-29,Pack Plus,West,Grace Patel,333,44.74,14898.42,0.076,13766.14,Accessories
935,2023-04-24,Module Z,West,Grace Patel,123,314.22,38649.06,0.137,33354.14,Accessories
936,2020-05-15,Device Lite,West,Frank Chen,107,408.81,43742.67,0.148,37268.75,Electronics
937,2023-01-20,Starter Kit,International,Henry Brown,121,94.8,11470.8,0.167,9555.18,Bundle
938,2020-08-22,Pack Basic,West,Carol Lee,306,236.82,72466.92,0.139,62394.02,Accessories
939,2021-09-22,Module Z,Central,Grace Patel,36,303.14,10913.04,0.171,9046.91,Accessories
940,2021-11-01,Module W,South,Alice Smith,331,333.47,110378.57,0.023,107839.86,Accessories
941,2020-10-27,Ultra Kit,Central,Henry Brown,77,231.95,17860.15,0.073,16556.36,Bundle
942,2021-02-04,Gadget Y,International,Eva Martinez,349,439.93,153535.57,0.075,142020.4,Electronics
943,2022-06-09,Starter Kit,North,Grace Patel,469,178.68,83800.92,0.022,81957.3,Bundle
944,2020-09-18,Device Pro,North,Alice Smith,32,190.91,6109.12,0.137,5272.17,Electronics
945,2023-12-11,Pack Plus,East,Alice Smith,421,489.55,206100.55,0.027,200535.84,Accessories
946,2021-04-26,Module Z,International,Grace Patel,360,299.17,107701.2,0.156,90899.81,Accessories
947,2022-04-11,Module Z,West,Carol Lee,223,277.1,61793.3,0.166,51535.61,Accessories
948,2021-01-20,Pack Plus,West,Carol Lee,197,423.22,83374.34,0.09,75870.65,Accessories
949,2021-08-13,Ultra Kit,North,Carol Lee,65,75.79,4926.35,0.018,4837.68,Bundle
950,2022-09-23,Ultra Kit,South,Grace Patel,224,487.73,109251.52,0.034,105536.97,Bundle
951,2022-07-22,Starter Kit,West,Grace Patel,310,465.84,144410.4,0.156,121882.38,Bundle
952,2023-02-04,Module W,Central,Alice Smith,197,184.09,36265.73,0.046,34597.51,Accessories
953,2023-03-29,Module W,East,Grace Patel,434,368.14,159772.76,0.178,131333.21,Accessories
954,2023-01-23,Pack Basic,West,Frank Chen,188,26.39,4961.32,0.009,4916.67,Accessories
955,2020-08-19,Pack Basic,International,Eva Martinez,247,481.24,118866.28,0.02,116488.95,Accessories
956,2022-08-10,Pack Plus,South,Henry Brown,41,266.43,10923.63,0.153,9252.31,Accessories
957,2023-07-15,Starter Kit,International,Eva Martinez,340,480.59,163400.6,0.02,160132.59,Bundle
958,2023-06-09,Widget A,West,Henry Brown,463,178.33,82566.79,0.195,66466.27,Hardware
959,2022-11-15,Module W,East,Eva Martinez,294,369.56,108650.64,0.105,97242.32,Accessories
960,2020-12-09,Widget A,International,Eva Martinez,356,462.19,164539.64,0.187,133770.73,Hardware
961,2020-05-05,Ultra Kit,International,Eva Martinez,243,293.28,71267.04,0.143,61075.85,Bundle
962,2023-07-02,Widget A,North,Eva Martinez,147,247.52,36385.44,0.032,35221.11,Hardware
963,2021-05-31,Gadget X,North,Bob Jones,316,147.67,46663.72,0.214,36677.68,Electronics
964,2023-05-21,Gadget X,West,Frank Chen,466,299.96,139781.36,0.038,134469.67,Electronics
965,2020-12-25,Device Pro,Central,Alice Smith,401,353.37,141701.37,0.121,124555.5,Electronics
966,2021-12-03,Widget B,South,Henry Brown,496,81.07,40210.72,0.233,30841.62,Hardware
967,2022-04-25,Module Z,South,David Kim,122,333.72,40713.84,0.181,33344.63,Accessories
968,2023-03-29,Starter Kit,North,Alice Smith,432,179.08,77362.56,0.161,64907.19,Bundle
969,2020-12-09,Module W,Central,David Kim,205,243.34,49884.7,0.119,43948.42,Accessories
970,2022-02-16,Ultra Kit,Central,Grace Patel,362,201.12,72805.44,0.066,68000.28,Bundle
971,2020-01-25,Device Pro,East,Alice Smith,475,400.67,190318.25,0.096,172047.7,Electronics
972,2020-07-18,Pack Plus,Central,Eva Martinez,327,183.37,59961.99,0.211,47310.01,Accessories
973,2021-11-17,Device Pro,Central,Grace Patel,137,403.13,55228.81,0.064,51694.17,Electronics
974,2022-08-02,Ultra Kit,South,Frank Chen,384,128.47,49332.48,0.168,41044.62,Bundle
975,2023-10-19,Starter Kit,North,Bob Jones,93,163.49,15204.57,0.003,15158.96,Bundle
976,2020-01-25,Module Z,East,David Kim,51,267.37,13635.87,0.171,11304.14,Accessories
977,2021-08-03,Device Pro,North,David Kim,99,26.67,2640.33,0.155,2231.08,Electronics
978,2023-05-12,Ultra Kit,Central,Carol Lee,63,356.95,22487.85,0.03,21813.21,Bundle
979,2022-02-08,Ultra Kit,South,Bob Jones,392,450.94,176768.48,0.142,151667.36,Bundle
980,2023-11-25,Gadget X,North,Henry Brown,130,154.33,20062.9,0.165,16752.52,Electronics
981,2021-07-20,Module Z,East,Eva Martinez,355,452.65,160690.75,0.192,129838.13,Accessories
982,2020-11-27,Widget B,East,Alice Smith,142,390.77,55489.34,0.096,50162.36,Hardware
983,2021-06-12,Device Pro,South,Grace Patel,92,225.87,20780.04,0.123,18224.1,Electronics
984,2020-12-31,Ultra Kit,West,David Kim,252,63.12,15906.24,0.135,13758.9,Bundle
985,2023-06-11,Ultra Kit,North,Alice Smith,55,457.17,25144.35,0.179,20643.51,Bundle
986,2020-05-29,Widget B,North,Henry Brown,293,366.49,107381.57,0.194,86549.55,Hardware
987,2020-10-31,Ultra Kit,West,Eva Martinez,328,10.42,3417.76,0.009,3387.0,Bundle
988,2020-11-06,Starter Kit,Central,Henry Brown,169,453.25,76599.25,0.144,65568.96,Bundle
989,2022-09-06,Module Z,North,David Kim,207,423.57,87678.99,0.195,70581.59,Accessories
990,2020-01-07,Module Z,North,Frank Chen,489,347.73,170039.97,0.195,136882.18,Accessories
991,2021-11-13,Ultra Kit,International,Bob Jones,156,206.29,32181.24,0.158,27096.6,Bundle
992,2022-01-18,Pack Plus,West,Eva Martinez,437,480.84,210127.08,0.02,205924.54,Accessories
993,2023-08-19,Gadget Y,International,David Kim,91,281.68,25632.88,0.242,19429.72,Electronics
994,2021-09-04,Starter Kit,East,Henry Brown,200,449.26,89852.0,0.158,75655.38,Bundle
995,2020-06-22,Ultra Kit,South,Alice Smith,225,370.3,83317.5,0.035,80401.39,Bundle
996,2023-04-29,Gadget Y,International,Eva Martinez,251,200.49,50322.99,0.198,40359.04,Electronics
997,2022-10-20,Pack Plus,North,Alice Smith,495,418.77,207291.15,0.112,184074.54,Accessories
998,2021-11-25,Widget A,North,David Kim,173,396.0,68508.0,0.011,67754.41,Hardware
999,2023-09-01,Ultra Kit,Central,Carol Lee,268,234.59,62870.12,0.17,52182.2,Bundle
1000,2023-04-01,Gadget Y,West,Alice Smith,474,45.29,21467.46,0.184,17517.45,Electronics
